272:654,76,616,58,8,866,29,650,81,70
273:17,302,654,76,866,650,81,70,224,354
288:17,76,616,58,866,84,29,650,81,70
290:17,302,654,76,616,58,8,866,84,29
291:17,302,654,76,616,58,866,84,29,650
292:654,76,616,58,866,81,70,564,224,542
294:17,302,76,8,866,29,70,564,224,542
328:302,654,76,616,58,8,866,84,29,650
331:17,302,654,76,616,58,8,866,84,650
345:17,866,650,518,224,226,138,301,361,899
361:76,616,58,8,29,650,81,70,564,518
376:17,302,76,616,58,8,866,84,29,650
384:17,302,654,76,616,8,866,84,29,650
401:616,58,866,29,650,81,70,542,354,226
402:302,654,8,866,84,81,70,564,518,542
410:17,302,654,76,616,58,8,866,84,29
448:302,654,76,616,58,8,866,84,29,650
449:17,302,654,616,58,8,866,84,29,650
450:302,654,76,866,84,29,81,224,354,1102
452:17,302,654,76,616,58,8,866,84,29
476:17,302,654,76,616,58,8,866,84,29
488:17,302,76,616,58,866,29,81,70,564
490:17,302,76,866,29,650,81,70,224,354
494:17,654,616,58,8,866,84,29,81,70
500:17,302,654,76,616,58,8,866,84,29
514:17,302,654,76,616,58,8,866,84,29
525:302,654,616,58,866,84,29,650,70,564
535:17,76,8,866,29,650,81,70,564,518
536:302,654,76,616,58,8,866,84,29,650
538:302,654,76,616,58,866,29,650,81,70
539:17,654,58,8,866,84,29,81,70,564
564:76,8,84,650,81,564,518,224,1102,508
582:76,616,866,84,29,81,70,564,518,354
585:17,302,654,76,616,58,8,866,84,29
590:654,76,8,866,29,650,81,70,564,518
601:17,866,650,518,224,226,138,301,361,899
618:17,302,654,76,616,58,8,866,84,29
624:17,302,654,76,616,58,8,866,84,29
627:17,302,654,76,616,58,8,866,84,29
628:17,302,654,76,616,58,8,866,84,29
632:17,302,654,76,616,58,8,866,84,29
633:302,654,76,58,8,866,84,29,650,81
634:17,302,866,650,70,518,224,226,138,301
646:17,302,654,76,616,58,8,84,29,650
666:17,866,650,518,224,226,138,301,361,899
667:17,302,654,76,616,58,8,866,84,29
669:17,866,650,518,224,226,138,301,361,899
678:17,302,654,76,58,8,866,84,29,650
680:17,654,616,58,8,866,84,29,650,81
681:17,302,654,76,616,58,8,866,84,29
682:17,302,654,76,616,58,8,866,84,29
683:226,301,669,698,787,873,2139,1119,94,947
684:17,302,654,76,616,58,8,866,84,29
715:669,947,409,378,931,45,1187,398,353,953
716:17,302,654,76,616,58,8,866,84,29
741:17,302,654,76,616,58,8,866,84,29
750:76,8,866,81,564,354,226,1102,138,301
754:17,302,654,76,616,58,866,84,29,81
756:76,616,8,866,84,650,81,70,564,224
757:17,302,654,76,616,58,8,866,84,29
758:17,302,654,76,616,58,8,866,84,29
763:17,8,866,84,29,650,81,70,564,518
773:17,302,654,76,616,58,8,866,84,29
774:17,302,76,8,866,84,650,81,564,518
775:76,58,866,81,70,564,518,224,542,354
782:302,654,76,616,58,8,866,84,29,650
784:17,302,76,866,84,29,650,518,224,542
793:654,76,616,8,866,29,81,564,518,224
803:17,302,654,76,616,58,8,866,84,29
813:17,302,654,616,866,84,29,650,81,70
815:302,654,76,58,8,866,84,29,70,564
817:76,616,58,8,866,29,650,81,70,564
818:17,866,650,518,224,226,138,301,361,899
823:17,302,654,76,616,58,8,866,84,29
825:654,616,58,8,866,29,650,81,70,518
833:302,76,58,8,866,84,70,564,224,354
835:302,654,76,616,58,866,84,29,650,81
838:224,226,301,669,262,787,873,1119,94,947
844:76,58,8,29,81,70,518,542,354,226
850:17,302,654,76,616,58,8,866,84,29
856:866,70,226,138,301,361,6,899,669,327
857:302,76,8,866,84,650,81,70,564,518
874:302,76,58,84,29,81,70,518,226,1102
891:17,302,654,76,616,58,8,84,29,650
899:17,302,654,76,616,58,8,866,84,29
900:17,302,654,76,616,58,8,866,84,29
911:302,654,76,616,58,8,866,84,29,650
918:17,302,654,616,58,8,866,84,29,650
925:17,302,654,76,616,58,8,866,84,29
926:302,76,58,8,866,84,650,81,70,564
937:302,654,76,616,58,866,29,650,81,70
949:17,302,654,76,616,58,8,866,84,29
964:17,302,654,76,616,58,8,866,84,29
970:17,302,654,76,616,58,8,866,84,29
977:17,29,650,81,518,224,354,508,301,736
981:17,302,654,76,616,58,8,866,84,29
982:17,302,654,76,616,58,8,866,84,29
984:17,654,76,616,58,8,866,84,29,650
992:17,302,654,76,616,58,8,866,84,29
993:654,76,616,58,84,29,81,564,518,224
998:17,302,654,76,616,58,866,84,29,650
1000:17,58,8,866,84,29,81,70,518,224
1007:17,654,8,866,84,29,81,70,564,518
1027:17,866,650,518,224,226,138,301,361,899
1028:17,302,76,616,58,866,29,650,81,70
1044:17,302,654,76,616,58,8,866,84,29
1045:17,76,58,8,866,84,650,81,70,564
1049:17,302,654,76,616,58,8,866,84,29
1068:17,8,866,650,81,70,518,224,226,138
1069:654,76,8,866,84,29,81,70,564,518
1070:17,76,616,58,866,84,650,81,70,564
1082:866,84,650,81,70,518,224,542,226,1102
1083:17,302,654,76,616,58,8,866,84,29
1088:17,302,654,616,58,8,866,84,29,650
1094:616,58,29,81,70,224,226,508,301,736
1116:302,654,76,616,58,8,866,84,29,650
1121:17,302,654,76,616,58,8,866,84,29
1125:302,654,76,616,58,866,84,29,650,564
1127:17,302,654,76,616,58,8,866,84,29
1132:17,302,654,76,58,8,866,84,29,650
1133:76,8,650,81,518,224,354,226,1102,508
1140:302,76,616,58,8,866,84,29,81,70
1141:17,302,654,76,616,58,8,866,84,29
1148:17,302,654,76,616,58,8,866,84,29
1153:17,654,76,616,58,866,29,650,81,564
1163:17,866,650,518,224,226,138,301,361,899
1166:17,302,654,76,616,58,8,866,84,29
1172:17,302,654,76,616,58,8,866,84,29
1192:17,302,76,616,58,8,866,29,650,81
1204:17,302,654,76,616,58,8,866,84,29
1208:17,302,654,76,616,58,8,866,84,29
1209:17,302,654,76,616,58,8,866,84,29
1234:17,302,654,76,616,58,8,866,84,29
1236:17,302,654,76,616,58,8,866,84,29
1245:302,654,76,616,58,8,866,84,29,650
1263:17,302,76,58,8,866,84,650,81,70
1267:302,654,76,616,58,8,866,84,29,650
1269:17,302,654,76,616,58,8,866,84,29
1288:17,302,654,76,616,58,8,866,84,29
1295:76,616,866,81,70,564,518,224,542,226
1296:17,654,76,58,8,866,84,29,650,81
1302:17,302,654,76,616,8,866,84,29,650
1305:17,302,76,58,8,866,84,29,650,81
1342:17,302,654,76,616,58,866,84,29,650
1382:17,302,654,76,616,58,8,866,84,29
1389:17,302,654,76,616,58,8,866,84,29
1391:17,302,654,76,616,58,8,866,84,29
1397:17,302,654,76,616,58,8,866,84,29
1402:302,76,616,58,8,866,84,650,81,70
1405:17,302,654,76,616,58,8,866,84,29
1407:17,302,654,76,616,58,8,866,84,29
1408:17,302,654,616,58,866,84,29,650,81
1409:616,8,81,70,564,542,354,226,508,138
1412:17,302,654,76,616,58,8,866,84,29
1413:81,542,508,736,15,289,101,285,6,899
1418:654,76,866,650,81,564,224,542,138,736
1419:17,302,654,76,616,58,8,866,84,29
1420:302,654,76,616,58,8,866,29,650,81
1427:17,8,866,84,29,81,564,518,224,354
1430:17,302,654,76,58,8,866,84,29,650
1431:654,76,616,58,8,866,84,650,81,70
1435:302,76,616,58,866,84,29,81,564,224
1437:17,302,654,76,616,58,8,866,84,29
1441:17,302,654,76,616,58,8,866,84,29
1447:17,302,654,76,616,58,8,866,84,29
1448:17,302,654,76,616,58,8,866,84,29
1457:17,302,654,76,616,58,8,866,84,29
1458:17,302,76,616,58,866,84,650,81,70
1469:302,76,616,58,866,84,81,564,518,224
1477:17,302,654,76,616,58,866,84,29,650
1486:17,8,866,650,518,224,226,138,301,361
1490:17,302,654,76,616,58,8,866,84,29
1491:302,654,76,616,58,8,866,84,650,81
1500:302,76,58,84,29,650,70,564,518,224
1503:654,76,616,58,8,866,650,81,70,564
1517:17,866,650,518,224,226,138,301,361,899
1518:17,302,654,76,616,58,8,866,84,29
1535:302,654,58,866,84,29,650,81,70,542
1551:616,8,866,650,81,70,518,542,354,508
1552:226,301,669,787,873,1119,947,94,931,103
1553:17,302,654,76,616,58,8,866,84,29
1559:302,654,76,616,8,866,84,29,650,81
1560:17,302,76,58,866,84,29,650,81,70
1561:17,76,616,58,866,84,29,70,518,224
1562:654,616,8,29,650,70,564,518,224,542
1569:17,866,650,81,70,518,224,226,138,301
1570:17,302,654,76,616,58,8,866,84,29
1588:17,302,654,76,616,58,8,866,84,29
1589:654,76,616,58,8,866,84,650,81,70
1591:224,736,669,262,873,947,1410,901,378,931
1601:17,302,654,76,616,58,8,866,84,29
1602:17,302,654,76,616,58,8,866,84,29
1629:17,302,654,76,616,58,8,866,84,29
1634:698,2139,1119,409,378,45,2265,953,2935,1730
1642:302,654,76,58,8,866,650,81,70,564
1653:17,302,654,76,616,58,8,866,84,29
1654:302,8,866,84,29,650,81,70,564,518
1655:654,76,8,866,29,650,81,70,224,542
1668:76,616,8,866,84,29,650,81,70,564
1681:17,616,58,8,866,84,29,650,81,70
1703:302,654,76,616,58,866,84,29,650,81
1721:17,302,654,76,616,58,8,866,84,29
1727:17,302,654,76,616,58,8,866,84,29
1728:302,76,616,58,8,866,84,650,81,70
1745:17,302,654,76,616,58,8,866,84,29
1746:17,302,654,76,616,58,8,866,84,29
1751:302,654,76,616,58,8,866,84,29,650
1756:302,654,76,616,58,8,866,29,650,81
1758:17,302,654,76,616,58,8,866,84,29
1761:17,302,654,76,616,58,8,866,84,29
1767:76,616,58,8,866,84,81,70,564,518
1779:17,302,654,76,616,58,8,866,84,29
1780:17,8,866,650,518,224,226,138,301,361
1783:17,302,76,58,8,866,84,29,650,81
1787:76,616,866,29,81,70,564,518,354,226
1788:17,302,654,616,58,8,866,84,29,650
1794:17,302,654,76,616,58,8,866,84,29
1796:654,8,84,29,650,70,224,542,226,1102
1803:17,302,654,76,616,58,8,866,84,29
1820:17,302,654,76,616,58,8,866,84,29
1821:17,302,654,76,616,58,8,866,84,29
1822:17,302,654,616,58,8,866,84,29,81
1823:17,76,866,84,650,81,70,564,224,542
1840:616,866,650,81,70,564,224,542,354,226
1841:17,302,654,76,616,58,8,866,84,29
1842:17,302,76,616,58,8,866,84,29,650
1850:17,302,654,76,616,58,8,866,84,29
1853:17,302,654,76,616,58,8,866,84,29
1854:17,302,654,76,8,866,84,650,81,70
1862:302,616,866,650,81,70,564,224,542,226
1880:17,302,654,76,616,58,8,866,84,29
1883:302,654,76,58,8,866,29,650,81,70
1890:302,654,76,616,58,8,866,84,29,650
1891:17,302,654,76,616,58,8,866,84,29
1893:302,654,76,616,58,866,84,29,81,70
1894:654,616,58,8,866,84,29,81,70,564
1911:17,866,650,518,224,226,138,301,361,899
1912:17,302,654,76,616,58,8,866,84,29
1913:17,302,654,76,616,58,8,866,84,29
1930:17,8,866,650,518,224,226,138,301,361
1932:17,302,654,76,616,58,8,866,84,29
1950:81,224,542,508,301,15,361,238,245,669
1951:17,302,654,76,616,58,8,866,84,29
1952:17,76,616,8,866,84,70,564,518,542
2005:302,76,866,29,650,81,70,564,518,224
2017:17,302,654,76,616,58,8,866,84,29
2025:17,302,654,76,616,58,8,866,84,29
2030:17,302,654,76,616,58,8,866,84,29
2034:224,226,301,736,669,262,787,873,1119,94
2038:17,302,654,76,616,58,8,866,84,29
2046:17,302,654,76,616,58,8,866,84,29
2058:17,302,654,76,616,58,8,866,84,29
2068:17,302,654,76,616,58,8,866,84,29
2070:302,654,76,616,58,866,84,29,650,81
2071:302,76,616,58,866,650,70,518,224,354
2072:302,654,76,616,58,866,29,650,81,70
2074:17,302,654,76,616,58,8,866,84,29
2075:302,654,76,8,866,84,650,81,70,564
2076:17,302,654,76,616,58,8,866,84,29
2077:17,654,76,616,58,29,650,81,564,518
2080:17,654,76,58,866,84,29,650,81,70
2085:17,302,654,76,616,58,8,866,84,29
2097:302,654,616,58,866,84,29,81,70,564
2112:17,302,654,76,616,58,8,866,84,29
2115:17,302,654,76,616,58,8,866,84,29
2116:17,302,654,76,616,58,8,866,84,29
2123:17,654,76,616,58,8,866,29,650,564
2135:17,302,654,76,616,58,8,866,84,29
2141:17,302,654,76,616,58,8,866,84,29
2147:17,302,654,76,616,58,8,866,84,29
2154:17,302,654,616,58,8,866,84,29,650
2160:17,302,76,8,84,29,650,81,70,564
2162:17,866,650,518,224,226,138,301,361,899
2170:17,302,76,58,8,866,84,29,650,81
2177:8,301,262,1119,947,168,45,1276,429,719
2184:76,616,58,8,866,84,650,81,70,564
2185:17,302,654,76,616,58,8,866,84,29
2187:2548,840,8069,157,5048,3196,197,10541,5111,27070
2211:17,302,654,76,616,58,8,866,84,29
2223:17,302,654,76,616,58,8,866,84,29
2243:17,302,654,76,616,58,8,866,84,29
2244:17,302,654,616,58,8,866,84,29,81
2247:302,654,616,58,866,84,29,650,81,70
2250:301,500,947,168,45,429,719,353,1002,953
2253:17,302,654,76,616,58,8,866,84,29
2260:301,947,168,45,429,719,353,1002,953,1539
2261:302,654,76,616,58,29,650,81,70,224
2262:17,302,654,76,616,58,8,866,84,29
2290:866,29,650,81,70,518,224,542,226,1102
2291:17,76,616,8,866,84,29,81,564,518
2293:17,302,654,76,616,58,866,84,29,650
2301:224,669,262,873,947,1410,901,931,780,429
2302:17,302,654,76,616,58,8,866,84,29
2304:17,866,650,518,224,226,138,301,361,899
2318:654,76,866,84,29,81,564,226,1102,736
2325:302,654,76,616,58,8,866,84,29,650
2335:17,302,654,616,8,866,84,29,81,70
2343:17,302,654,76,616,58,8,866,84,29
2346:17,302,654,76,616,58,8,866,84,29
2347:81,70,226,301,669,262,787,873,1119,947
2348:17,302,654,76,616,58,8,866,84,650
2362:224,301,669,262,873,947,409,1410,901,378
2363:17,302,76,616,8,866,84,29,650,81
2364:302,76,616,8,866,84,29,650,81,70
2369:17,302,654,76,616,58,8,866,84,29
2373:17,302,654,76,616,58,866,84,29,650
2381:17,302,654,76,616,58,8,866,84,29
2382:17,302,654,616,58,8,866,84,29,650
2384:17,302,654,76,616,58,8,866,84,29
2385:17,302,76,616,58,8,866,84,29,650
2392:17,302,654,76,616,58,8,866,84,29
2393:17,302,654,76,616,58,8,866,84,29
2394:302,654,76,616,58,866,84,29,650,81
2395:17,76,616,8,866,84,650,81,70,564
2399:17,302,654,76,616,58,8,866,84,29
2405:17,302,654,76,58,8,866,84,29,650
2407:17,302,654,76,616,58,8,866,84,29
2408:302,654,76,616,58,8,866,84,29,650
2419:17,302,654,76,616,58,8,866,84,29
2429:17,302,654,76,616,58,8,866,84,29
2447:76,8,866,84,29,81,70,564,518,224
2452:301,669,947,1276,225,2955,1539,385,1402,3307
2453:17,302,654,76,616,58,8,866,84,29
2454:17,302,654,76,616,58,8,866,84,29
2456:17,76,616,58,8,866,84,29,650,81
2461:866,29,81,70,518,542,226,138,301,736
2464:654,76,616,58,8,650,81,564,518,224
2465:76,616,58,8,866,84,650,81,70,564
2469:302,76,616,58,8,866,84,29,650,81
2489:17,866,650,518,224,226,138,301,361,899
2491:226,301,669,787,873,1119,947,94,931,103
2499:17,302,654,76,616,58,8,866,84,29
2500:654,76,616,58,8,84,29,650,81,70
2501:17,302,654,76,616,58,8,866,84,29
2505:17,654,76,616,58,866,84,29,650,81
2510:17,866,650,518,224,226,138,301,361,899
2515:17,302,654,616,58,8,866,84,29,650
2518:17,302,654,76,616,58,8,866,84,29
2520:17,302,654,76,616,58,866,84,29,650
2521:302,654,76,616,58,8,866,84,29,650
2524:17,302,654,76,616,58,8,866,84,650
2536:17,302,76,8,866,84,81,70,564,518
2541:302,654,76,58,8,866,84,29,650,81
2547:17,302,654,76,616,58,8,866,84,29
2553:226,301,669,787,873,1119,94,947,931,168
2558:17,76,616,58,8,866,84,29,650,81
2560:76,616,58,866,84,29,81,70,564,224
2563:302,654,76,58,866,84,29,650,81,70
2573:76,616,58,8,866,84,29,81,70,518
2591:17,302,654,76,616,58,8,866,84,29
2596:17,302,654,76,616,58,866,84,29,650
2597:17,70,226,262,873,986,1535,780,1276,5767
2601:17,302,76,616,58,8,866,84,29,650
2604:17,302,654,76,616,58,8,866,84,29
2611:302,654,76,616,58,8,866,84,29,650
2612:17,302,654,76,58,866,84,29,81,70
2615:76,8,866,84,29,650,81,70,564,518
2625:17,302,654,76,616,58,8,866,84,29
2626:302,76,616,866,84,81,70,564,518,224
2634:17,302,654,76,616,58,8,866,84,29
2636:654,76,616,58,8,866,84,29,650,81
2639:17,302,654,76,616,58,8,866,84,29
2650:17,302,654,76,616,58,8,866,84,29
2661:17,302,654,76,616,58,8,866,84,29
2663:17,302,654,76,616,58,8,866,84,29
2666:17,302,654,76,616,58,8,866,84,29
2676:17,302,654,76,616,58,8,866,84,650
2689:17,302,654,76,616,58,8,866,84,29
2693:17,302,654,76,616,58,8,866,84,29
2708:17,302,654,616,58,8,866,84,29,650
2709:17,302,654,76,616,58,8,866,84,29
2713:17,302,654,76,616,58,8,866,84,29
2715:17,302,654,76,616,58,8,866,84,29
2716:17,302,654,76,616,58,8,866,84,29
2727:76,616,58,8,866,84,29,650,81,70
2730:17,654,76,616,58,8,866,84,29,650
2731:76,616,8,866,84,29,650,81,564,518
2734:17,302,654,76,616,58,8,866,84,29
2735:17,302,654,76,616,58,866,84,29,650
2737:17,302,654,76,616,58,8,866,84,29
2745:17,302,654,76,616,58,8,84,29,650
2746:698,2139,1119,409,378,45,2265,953,2935,1730
2748:17,302,654,76,616,58,8,866,84,29
2756:302,654,76,616,58,8,866,84,29,650
2760:76,8,84,29,650,81,70,564,518,224
2776:301,669,947,1276,225,2955,1539,385,1402,3307
2799:17,866,650,518,224,226,138,301,361,899
2802:302,654,76,616,58,8,866,84,29,650
2803:17,302,654,76,616,58,8,866,84,29
2804:17,302,654,76,616,58,8,866,84,29
2805:17,302,654,76,616,58,8,866,84,29
2812:302,654,76,8,866,29,650,81,70,564
2815:301,947,168,45,429,719,353,1002,953,1539
2827:17,302,654,76,616,58,8,866,84,29
2831:654,76,58,8,866,84,29,81,564,518
2846:302,654,76,616,866,84,29,650,81,70
2848:17,654,76,616,8,866,84,29,650,81
2853:17,866,650,518,224,226,138,301,361,899
2854:302,654,76,616,58,8,866,84,29,650
2857:17,302,654,76,616,58,8,866,84,29
2858:17,76,866,84,29,650,81,70,564,224
2861:17,302,654,76,616,58,8,866,84,29
2871:8,224,226,301,736,669,262,787,873,1119
2907:302,654,76,616,58,8,866,84,650,81
2912:17,302,654,76,616,58,8,866,84,29
2914:17,302,654,76,58,8,866,29,650,81
2924:17,866,650,518,224,226,138,301,361,899
2925:17,302,654,76,616,58,8,866,84,29
2947:17,8,866,650,518,224,226,138,301,361
2951:17,302,654,76,616,58,8,866,84,29
2959:17,302,654,76,616,58,8,866,84,29
2960:17,302,654,76,616,58,8,866,84,29
2963:17,302,654,76,616,58,8,866,84,29
2965:17,302,654,76,616,58,8,866,84,29
2967:302,654,76,616,58,8,866,84,29,650
2970:17,302,654,76,616,58,8,866,84,29
2977:17,302,654,76,616,58,8,866,84,29
2981:76,8,866,84,29,650,81,70,564,518
2989:17,302,654,76,616,58,8,866,84,29
2990:17,302,654,76,616,58,8,866,84,29
3002:17,302,654,76,616,58,8,866,84,29
3004:17,866,650,518,224,226,138,301,361,899
3011:17,866,650,518,224,226,138,301,361,899
3013:17,302,654,76,616,58,8,866,84,29
3037:17,302,654,76,616,58,8,866,84,29
3038:17,302,654,76,616,58,8,866,84,29
3044:302,654,76,616,58,8,866,84,29,650
3070:17,302,654,616,58,8,866,84,29,650
3081:17,302,654,76,616,58,8,866,84,29
3100:302,76,616,8,866,84,29,650,81,70
3102:301,947,168,45,429,719,353,1002,953,1539
3105:17,302,654,76,58,8,866,84,29,650
3107:17,302,654,76,616,58,8,866,84,29
3110:17,302,654,76,616,58,8,866,84,29
3111:302,654,76,616,58,8,866,84,29,650
3113:17,302,654,76,616,58,8,866,84,29
3121:8,81,70,564,542,15,361,101,6,899
3125:17,302,654,76,616,58,8,866,84,29
3126:17,302,654,76,616,58,8,866,84,29
3129:302,76,616,8,866,84,29,81,70,564
3139:17,302,654,76,616,58,8,84,29,650
3144:17,302,654,76,616,58,866,84,29,650
3152:17,302,654,76,616,58,8,866,84,29
3166:500,1539,1131,1957,22,5287,699,3142,7624,1595
3167:17,302,654,76,616,58,8,866,84,29
3169:302,654,76,616,58,8,866,84,29,650
3170:17,302,654,76,616,58,8,866,84,29
3172:17,302,654,76,616,58,8,866,84,29
3176:76,616,58,8,866,84,650,70,564,518
3183:17,654,76,616,58,8,866,84,29,650
3184:81,70,224,226,301,736,669,262,787,873
3193:76,58,8,866,81,70,518,224,354,226
3195:17,302,654,76,616,58,8,866,84,29
3220:76,616,8,866,84,650,81,70,564,518
3229:17,302,654,76,616,58,8,866,84,29
3234:302,654,76,616,58,866,29,650,81,70
3237:17,302,654,76,616,58,8,866,84,29
3238:17,302,654,76,616,58,8,866,84,29
3239:17,76,616,58,8,866,84,29,650,81
3246:17,866,650,518,224,226,138,301,736,361
3258:17,654,76,58,8,84,29,650,81,70
3263:17,302,654,76,616,58,8,866,84,29
3264:301,947,168,45,429,719,353,1002,953,1539
3277:17,302,654,76,616,58,8,866,84,29
3279:17,302,654,616,58,8,84,29,650,81
3295:17,302,654,76,616,58,8,866,84,29
3305:17,302,654,76,616,58,8,866,84,29
3306:17,866,650,518,224,226,138,301,361,899
3308:17,302,654,76,616,58,8,866,84,29
3309:302,76,616,866,84,29,650,81,70,564
3319:5287,3142,1595,5048,848,3003,11008,2593,3756,6387
3320:17,866,650,518,224,226,138,301,361,899
3328:76,616,58,8,866,84,29,650,81,564
3329:81,70,224,226,301,669,262,787,873,1119
3335:654,76,616,58,8,866,84,650,81,70
3346:17,302,654,76,616,58,8,866,84,29
3352:17,302,654,76,616,58,8,866,84,29
3353:17,302,654,616,58,8,866,84,29,650
3360:302,654,76,616,58,8,866,84,29,650
3374:17,302,654,76,616,58,8,866,84,29
3376:17,302,654,76,616,58,8,866,84,29
3383:17,302,654,76,616,58,8,866,84,29
3386:17,302,654,76,616,58,8,866,84,29
3411:17,302,654,76,616,58,8,866,84,29
3412:224,226,301,669,262,787,873,1119,94,947
3413:17,302,654,76,616,58,8,866,84,29
3416:8,262,1119,1276,431,4755,1352,2955,1709,3704
3419:17,654,76,616,8,866,84,29,650,81
3421:17,76,8,866,84,650,81,70,564,518
3423:17,302,654,76,616,58,8,866,84,29
3426:17,302,654,76,616,58,8,866,84,29
3428:17,302,654,58,8,866,84,650,81,70
3429:302,654,76,8,84,650,81,70,564,518
3431:698,2139,1119,409,378,45,2265,953,2935,1730
3432:17,302,654,616,58,8,866,84,29,650
3450:17,302,654,76,616,58,8,866,84,29
3453:17,866,650,518,224,226,138,301,361,899
3475:17,302,654,76,616,58,8,866,84,29
3478:8,866,84,650,81,70,518,224,226,1102
3479:17,302,654,76,616,58,8,866,84,29
3480:17,302,654,76,616,8,866,84,29,650
3490:17,84,81,70,224,542,354,226,1102,508
3500:654,616,58,8,866,84,29,650,81,70
3514:302,616,8,866,84,29,650,81,70,564
3529:17,302,654,76,616,58,8,866,84,29
3546:17,302,654,76,58,8,866,84,29,650
3547:302,654,76,616,8,866,84,29,81,70
3551:17,302,654,76,616,58,8,866,84,29
3557:17,866,650,518,224,226,138,301,736,361
3572:17,866,650,518,224,226,138,301,361,899
3579:17,76,616,58,8,866,29,650,81,70
3580:17,302,8,866,650,70,518,224,226,138
3593:17,654,76,616,58,866,84,29,81,70
3599:17,302,654,76,616,58,8,866,84,29
3609:17,302,654,76,616,58,8,84,29,650
3610:17,302,654,76,616,58,8,866,29,650
3613:17,302,654,76,616,58,8,866,84,29
3628:17,302,654,76,616,58,8,866,84,29
3656:17,654,76,616,58,8,866,84,29,650
3657:17,76,616,58,8,866,84,650,81,70
3663:76,58,866,650,70,564,224,542,354,226
3674:302,76,58,8,866,84,29,650,81,70
3684:698,2139,1119,409,378,45,2265,953,2935,1730
3685:17,302,654,76,616,58,8,866,84,29
3686:17,302,654,76,616,58,8,866,84,29
3692:17,302,654,76,616,8,866,84,29,650
3694:17,302,654,76,616,58,8,866,84,29
3701:302,654,76,616,58,8,866,29,650,81
3702:17,302,654,76,616,58,8,866,84,29
3717:17,654,76,58,866,84,29,70,564,542
3721:654,76,616,58,866,84,650,81,70,564
3728:17,302,654,76,616,58,8,866,84,29
3735:76,8,29,70,224,226,138,301,15,361
3736:302,654,616,58,8,84,29,650,81,70
3737:302,654,616,58,8,866,84,29,650,81
3751:17,654,76,616,58,8,866,84,29,650
3752:17,302,76,616,58,8,84,29,650,81
3800:302,654,58,866,29,81,224,542,354,1102
3811:17,302,654,76,616,58,8,866,84,29
3820:17,76,616,58,8,866,650,81,70,564
3840:654,76,616,58,8,866,650,81,564,518
3846:17,302,654,58,8,866,84,650,81,70
3849:76,616,58,8,866,650,81,70,564,518
3850:654,76,616,58,866,29,81,70,564,518
3857:302,654,76,616,58,8,866,29,650,81
3859:17,302,76,616,58,8,866,84,29,650
3862:17,302,654,76,616,58,8,866,84,29
3888:17,302,654,76,616,58,8,866,84,29
3911:17,302,654,76,616,58,8,866,84,29
3921:17,302,654,76,616,58,8,866,84,29
3929:302,654,616,58,8,866,84,29,650,81
3930:17,654,76,616,58,8,866,84,29,650
3934:224,226,301,669,262,787,873,1119,94,947
3947:302,654,616,58,866,84,29,650,81,70
3950:302,654,8,866,84,81,70,564,518,542
3962:17,302,654,76,616,58,8,866,84,29
3974:17,302,654,76,616,58,8,866,84,29
3975:17,302,654,76,58,8,866,84,29,650
3988:17,302,654,76,616,58,8,866,84,29
4001:17,302,654,76,616,58,8,866,84,29
4006:17,302,654,76,616,58,8,866,84,29
4007:17,8,866,650,81,70,518,224,226,138
